Date,Open,High,Low,Close,Adj Close,Volume
2020-12-30,49.110001,49.189999,48.560001,48.750000,48.159256,37385400
2020-12-31,48.750000,50.189999,48.720001,49.820000,49.216290,28576800
2021-01-04,49.889999,51.389999,49.400002,49.669998,49.068108,46102500
2021-01-05,49.450001,50.830002,49.330002,50.610001,49.996723,24866600
2021-01-06,50.439999,52.150002,50.200001,51.099998,50.480778,36809600
2021-01-07,51.490002,52.689999,51.299999,52.189999,51.557571,32092300
2021-01-08,52.450001,52.529999,51.270000,51.650002,51.024120,34625400
2021-01-11,51.290001,52.240002,51.250000,51.540001,50.915451,32925000
2021-01-12,51.900002,53.849998,51.560001,53.240002,52.594849,39883900
2021-01-13,59.500000,60.250000,56.900002,56.950001,56.259895,124070700
2021-01-14,58.450001,60.139999,57.840000,59.250000,58.532021,74680900
2021-01-15,58.849998,59.650002,57.500000,57.580002,56.882259,50265400
2021-01-19,57.939999,58.340000,57.099998,57.990002,57.287292,35647100
2021-01-20,58.240002,59.220001,58.090000,58.669998,57.959049,28701300
2021-01-21,59.040001,63.950001,58.220001,62.459999,61.703121,86519500
2021-01-22,58.849998,59.619999,56.650002,56.660000,55.973404,85729300
2021-01-25,56.380001,56.500000,54.060001,55.439999,54.768188,61968500
2021-01-26,55.279999,56.200001,54.849998,55.209999,54.540977,31485900
2021-01-27,54.610001,54.849998,53.299999,53.590000,52.940609,49722900
2021-01-28,54.790001,57.400002,54.700001,56.070000,55.390556,49202600
2021-01-29,55.980000,57.160000,55.360001,55.509998,54.837341,37256200
2021-02-01,55.950001,57.389999,55.709999,56.689999,56.003040,26926600
2021-02-02,57.189999,58.279999,56.880001,58.000000,57.297169,23580900
2021-02-03,57.889999,58.330002,57.380001,57.680000,56.981049,21893200
2021-02-04,57.610001,58.880001,57.189999,58.790001,58.430122,29853800
2021-02-05,59.000000,59.080002,58.119999,58.180000,57.823856,23432600
2021-02-08,58.380001,59.220001,57.950001,59.160000,58.797859,34358300
2021-02-09,58.770000,59.310001,57.939999,58.779999,58.420181,28754100
2021-02-10,59.299999,59.419998,58.119999,58.860001,58.499695,16325100
2021-02-11,59.099998,60.990002,58.860001,60.660000,60.288677,27539100
2021-02-12,60.599998,62.509998,60.430000,61.810001,61.431637,26214200
2021-02-16,62.000000,62.869999,61.700001,62.470001,62.087597,26326300
2021-02-17,61.490002,62.189999,61.209999,61.849998,61.471390,21055400
2021-02-18,60.650002,61.980000,60.639999,61.610001,61.232861,17846100
2021-02-19,61.910000,63.259998,61.849998,63.009998,62.624290,28290100
2021-02-22,61.880001,62.700001,60.660000,60.709999,60.338367,32288200
2021-02-23,60.480000,61.500000,59.169998,61.119999,60.745861,27374600
2021-02-24,60.529999,63.279999,60.380001,63.189999,62.803188,24669900
2021-02-25,62.410000,63.540001,60.130001,60.400002,60.030270,36394000
2021-02-26,60.889999,61.689999,59.680000,60.779999,60.407940,38216800
2021-03-01,61.720001,63.080002,61.650002,62.880001,62.495087,28495400
2021-03-02,62.799999,63.139999,61.110001,61.240002,60.865128,23320000
2021-03-03,60.639999,61.520000,59.700001,59.900002,59.533329,28740400
2021-03-04,59.830002,60.240002,57.910000,58.330002,57.972942,40210400
2021-03-05,59.259998,61.180000,58.509998,60.740002,60.368187,39511700
2021-03-08,60.470001,61.700001,59.720001,59.849998,59.483631,33112400
2021-03-09,61.180000,63.169998,60.840000,62.669998,62.286369,36387500
2021-03-10,63.220001,64.120003,62.130001,62.250000,61.868942,27160300
2021-03-11,62.939999,64.089996,62.389999,63.310001,62.922455,30701800
2021-03-12,62.650002,63.299999,62.240002,62.900002,62.514965,20173000
2021-03-15,63.610001,63.880001,62.480000,63.790001,63.399517,21247400
2021-03-16,64.150002,65.730003,64.080002,64.779999,64.383453,30186600
2021-03-17,64.220001,66.290001,63.709999,65.779999,65.377335,32394700
2021-03-18,65.629997,65.699997,63.650002,63.730000,63.339882,30094200
2021-03-19,63.180000,64.989998,62.919998,63.759998,63.369698,54951700
2021-03-22,64.820000,66.379997,64.559998,65.629997,65.228249,34380100
2021-03-23,66.000000,66.050003,63.169998,63.480000,63.091412,35160000
2021-03-24,66.580002,67.440002,61.990002,62.040001,61.660229,74584700
2021-03-25,61.660000,62.439999,60.980000,62.020000,61.640350,35401400
2021-03-26,61.799999,64.970001,61.770000,64.870003,64.472908,34705800
2021-03-29,64.010002,65.129997,63.610001,64.500000,64.105171,26161600
2021-03-30,63.770000,64.000000,63.150002,63.770000,63.379639,20709500
2021-03-31,64.010002,64.489998,63.580002,64.000000,63.608231,33013200
2021-04-01,64.720001,64.889999,63.580002,64.550003,64.154869,31416300
2021-04-05,64.949997,66.739998,64.699997,66.540001,66.132683,27947500
2021-04-06,66.059998,66.580002,65.290001,65.559998,65.158676,28771400
2021-04-07,65.669998,66.570000,65.360001,66.250000,65.844460,17793300
2021-04-08,66.970001,67.290001,66.360001,67.050003,66.639565,22224200
2021-04-09,66.800003,68.400002,66.629997,68.260002,67.842155,27177100
2021-04-12,68.199997,68.489998,64.709999,65.410004,65.009605,51266900
2021-04-13,65.610001,65.629997,64.209999,65.220001,64.820763,26822000
2021-04-14,65.309998,65.379997,63.840000,64.190002,63.797070,25768400
2021-04-15,63.970001,65.220001,63.680000,65.019997,64.621986,24927700
2021-04-16,65.330002,65.519997,64.570000,64.750000,64.353638,24625500
2021-04-19,64.699997,64.739998,63.070000,63.630001,63.240498,23997700
2021-04-20,63.639999,63.759998,62.410000,62.700001,62.316189,19872100
2021-04-21,62.790001,63.779999,62.299999,63.700001,63.310066,24364200
2021-04-22,63.349998,63.910000,62.279999,62.570000,62.186985,38257600
2021-04-23,59.160000,60.000000,57.900002,59.240002,58.877369,77479500
2021-04-26,59.099998,59.520000,58.459999,58.759998,58.400307,39645900
2021-04-27,58.560001,58.630001,57.770000,57.970001,57.615143,38167700
2021-04-28,57.520000,58.160000,57.150002,57.619999,57.267284,30387400
2021-04-29,57.880001,58.299999,57.470001,58.279999,57.923244,23290600
2021-04-30,57.610001,58.430000,57.070000,57.529999,57.177834,30731800
2021-05-03,57.860001,57.880001,56.840000,57.259998,56.909489,22281700
2021-05-04,56.880001,56.980000,55.810001,56.900002,56.551693,35323600
2021-05-05,56.959999,57.299999,56.459999,56.849998,56.501999,21001900
2021-05-06,56.619999,57.250000,56.250000,57.189999,57.189999,25529300
2021-05-07,57.700001,58.009998,57.240002,57.669998,57.669998,19959000
2021-05-10,57.150002,57.230000,55.880001,55.970001,55.970001,35046500
2021-05-11,55.049999,55.630001,54.299999,55.040001,55.040001,35968100
2021-05-12,54.389999,54.650002,53.419998,53.619999,53.619999,30232300
2021-05-13,54.040001,54.389999,53.459999,54.009998,54.009998,29192500
2021-05-14,54.599998,55.849998,54.259998,55.349998,55.349998,28158300
2021-05-17,55.290001,55.889999,54.759998,55.330002,55.330002,20010200
2021-05-18,55.950001,56.139999,54.799999,54.840000,54.840000,18703400
2021-05-19,54.070000,55.430000,53.840000,55.360001,55.360001,23769700
2021-05-20,55.570000,56.240002,55.360001,55.950001,55.950001,23145200
2021-05-21,56.419998,56.709999,55.980000,56.080002,56.080002,17723100
2021-05-24,56.650002,57.389999,56.400002,56.959999,56.959999,19164400
2021-05-25,57.560001,57.560001,56.419998,56.869999,56.869999,22309900
2021-05-26,57.049999,57.230000,56.590000,56.919998,56.919998,15173600
2021-05-27,57.110001,57.880001,57.000000,57.730000,57.730000,32387600
2021-05-28,57.549999,57.650002,56.939999,57.119999,57.119999,20303900
2021-06-01,57.610001,57.820000,56.590000,56.889999,56.889999,20326400
2021-06-02,56.910000,57.689999,56.759998,57.480000,57.480000,18483600
2021-06-03,56.980000,57.099998,56.090000,56.240002,56.240002,21831300
2021-06-04,56.549999,57.750000,56.540001,57.369999,57.369999,21493800
2021-06-07,57.410000,57.439999,56.779999,57.090000,57.090000,17364400
2021-06-08,57.450001,57.639999,56.599998,57.000000,57.000000,33254500
2021-06-09,57.360001,57.480000,56.970001,57.000000,57.000000,13904800
2021-06-10,57.150002,58.029999,56.930000,57.380001,57.380001,26738100
2021-06-11,57.470001,57.939999,56.950001,57.849998,57.849998,18119700
2021-06-14,58.020000,58.200001,57.230000,58.189999,58.189999,21784500
2021-06-15,58.209999,58.419998,57.799999,57.990002,57.990002,20806500
2021-06-16,58.150002,58.369999,56.770000,57.220001,57.220001,21879700
2021-06-17,57.049999,57.900002,56.700001,57.180000,57.180000,21498800
2021-06-18,56.680000,56.750000,55.099998,55.669998,55.669998,55118300
2021-06-21,55.750000,56.040001,55.369999,55.869999,55.869999,19254600
2021-06-22,55.939999,56.279999,55.500000,55.869999,55.869999,18682800
2021-06-23,55.869999,55.970001,55.230000,55.259998,55.259998,20287900
2021-06-24,55.490002,56.099998,55.340000,56.070000,56.070000,21209700
2021-06-25,56.020000,56.410000,55.750000,55.910000,55.910000,21101200
2021-06-28,56.360001,57.730000,56.340000,57.480000,57.480000,22480900
2021-06-29,57.549999,57.830002,55.880001,56.750000,56.750000,26360000
2021-06-30,56.340000,56.380001,55.389999,56.139999,56.139999,29891600
2021-07-01,56.130001,56.639999,55.869999,56.009998,56.009998,24871600
2021-07-02,56.549999,56.990002,56.320000,56.759998,56.759998,17219400
2021-07-06,56.919998,57.009998,55.700001,56.090000,56.090000,26186600
2021-07-07,56.369999,56.450001,55.709999,55.959999,55.959999,14857400
2021-07-08,55.310001,55.720001,54.790001,55.389999,55.389999,19162000
2021-07-09,55.509998,56.110001,55.310001,55.990002,55.990002,18704000
2021-07-12,56.259998,56.759998,56.110001,56.730000,56.730000,15392800
2021-07-13,56.619999,57.299999,56.340000,56.869999,56.869999,15716000
2021-07-14,57.169998,57.459999,56.330002,56.520000,56.520000,16263600
2021-07-15,56.400002,56.400002,55.570000,55.810001,55.810001,18917000
2021-07-16,56.049999,56.930000,54.900002,54.970001,54.970001,25251800
2021-07-19,54.410000,54.810001,53.970001,54.639999,54.639999,27007700
2021-07-20,54.919998,55.560001,54.270000,55.240002,55.240002,19867000
2021-07-21,55.180000,56.279999,55.009998,56.230000,56.230000,18497200
2021-07-22,56.060001,56.540001,55.680000,55.959999,55.959999,36691000
2021-07-23,54.580002,54.709999,52.320000,53.000000,53.000000,67742300
2021-07-26,52.810001,54.540001,52.759998,54.310001,54.310001,32881200
2021-07-27,53.119999,53.200001,52.310001,53.180000,53.180000,39878000
2021-07-28,53.029999,53.919998,52.939999,53.070000,53.070000,28478800
2021-07-29,53.480000,54.099998,53.320000,53.700001,53.700001,16886600
2021-07-30,53.650002,53.900002,53.250000,53.720001,53.720001,16460000
2021-08-02,53.990002,54.470001,53.540001,53.680000,53.680000,18089400
